ティッカー,詳細,現在値,変動率,変動,評価,出来高,時価総額,PER: 株価収益率 (直近12ヶ月),基本1株当たり利益 (直近12ヶ月),従業員数,セクター,EMA: 指数移動平均線 (20),EMA: 指数移動平均線 (200)
RBC,Regal Beloit Corporation,151.33,0.23181878,0.35,買い,178012,6158683598.029114,23.19810269,6.4139,23000,製造加工,149.04514943,133.3752285
CAR,"Avis Budget Group, Inc.",92.34,-2.78976734,-2.65,買い,1557266,6144537456.971772,36.46432625,2.6162,20000,金融,89.75351765,69.56472909
APPS,"Digital Turbine, Inc.",63.89,0.85240726,0.54,買い,16940816,6139594049.57401,98.64708794,0.6585,280,テクノロジーサービス,57.18764842,59.42318743
JOBY,"Joby Aviation, Inc.",10.16,-14.83654652,-1.77,売り,15591712,6135501239.846154,26.5758092,0.4696,,金融,11.03209678,10.93252825
ACHC,"Acadia Healthcare Company, Inc.",68.16,-0.14649868,-0.1,買い,285498,6125087757.384962,31.55277738,2.1447,42200,健康サービス,64.72948352,56.47845446
INOV,"Inovalon Holdings, Inc.",40.59,-0.02463054,-0.01,買い,991318,6124409235.72853,152.79034691,0.2654,1836,テクノロジーサービス,39.43726885,30.64092503
LPX,Louisiana-Pacific Corporation,64.23,1.32513015,0.84,買い,1038307,6116359788.72616,5.33763149,11.8785,4500,非エネルギー鉱物,60.95244129,52.88185082
MP,MP Materials Corp.,34.37,-0.6934412,-0.24,買い,1195743,6109184861.980433,92.02216066,0.3971,277,非エネルギー鉱物,34.10104019,29.57897729
STMP,Stamps.com Inc.,328.8,-0.02432498,-0.08,買い,232435,6107675109.373234,54.89099589,6.5903,1482,商業サービス,325.57022935,242.65858631
HLF,Herbalife Nutrition Ltd.,52.83,1.63524432,0.85,強い買い,417527,6106902106.300946,12.12071549,4.3723,9900,流通サービス,50.67101305,49.42548579
TLRY,"Tilray, Inc. - Class 2",13.59,-1.87725632,-0.26,売り,13685295,6104910877.302137,,-2.7048,2100,素材産業,13.68783978,15.96422333
DUOL,"Duolingo, Inc.",163.06,7.21283451,10.97,強い買い,316140,6101438733.060081,,-0.7432,,テクノロジーサービス,136.70816338,
EXPO,"Exponent, Inc.",116.94,-0.69633152,-0.82,買い,150850,6087749639.055428,65.06925208,1.8322,1168,工業サービス,113.95239839,95.12616542
LFST,"LifeStance Health Group, Inc.",16.25,4.233483,0.66,買い,748707,6079915395.443925,,,4450,健康サービス,16.13965845,
TNET,"TriNet Group, Inc.",92.05,-0.70118662,-0.65,買い,142055,6062163062.598186,25.30857455,3.7206,2700,商業サービス,89.82158342,77.97456353
IRDM,Iridium Communications Inc,45.93,-0.32552083,-0.15,買い,531188,6059755556,,-0.0987,516,通信,42.64960661,38.55722317
RKLB,"Rocket Lab USA, Inc.",13.52,16.25107481,1.89,強い買い,10005846,6055873010.666666,,-0.9241,,金融,10.77666774,
CACI,"CACI International, Inc.",256.32,-1.00417117,-2.6,売り,116051,6045572951.48064,13.95238769,18.5944,22000,テクノロジーサービス,257.46350529,250.36799897
BPOP,"Popular, Inc.",74.75,-0.96714361,-0.73,売り,315329,6030184072.821591,7.58233419,9.8976,8522,金融,75.47016425,68.3753634
HOG,"Harley-Davidson, Inc.",39.16,-0.63435676,-0.25,売り,633110,6024609180.213747,12.61392405,3.1861,4600,耐久消費財,40.0054572,40.25844445
HALO,"Halozyme Therapeutics, Inc.",42.22,-1.37818267,-0.59,中立,535859,6009379233.785289,26.82117091,1.6507,136,健康テクノロジー,41.41092339,40.89606471
PRI,"Primerica, Inc.",151.96,-0.53020881,-0.81,買い,60525,5997841096.291842,13.77410468,11.0701,2824,金融,151.04243394,145.84549847
DADA,Dada Nexus Limited,25.48,1.83852918,0.46,買い,377812,5995612316,,-1.483,2440,テクノロジーサービス,22.69296416,27.01375674
ASGN,ASGN Incorporated,113.04,-0.70274069,-0.8,買い,150085,5979816108.248981,27.37179332,4.1711,55200,商業サービス,108.57423587,95.04887147
AMED,Amedisys Inc,183.17,-2.15800438,-4.04,売り,234011,5977195649.175971,24.67438398,7.5601,21000,健康サービス,190.50301634,241.954722
BOKF,BOK Financial Corporation,86.35,0.02316692,0.02,売り,120859,5964925311.083581,9.77643898,8.8973,4915,金融,86.90698345,82.51516209
ZH,Zhihu Inc.,11.04,0.63810392,0.07,買い,1552718,5963187114,,,1651,テクノロジーサービス,10.1122491,
REYN,Reynolds Consumer Products Inc.,28.38,0.31813362,0.09,売り,205146,5952954032.731933,15.55112661,1.8072,5450,非耐久消費財,28.5954669,29.8251663
SGFY,"Signify Health, Inc.",26.25,-1.64855751,-0.44,売り,619489,5930967492.921014,,-0.1941,,テクノロジーサービス,26.25231694,
HUN,Huntsman Corporation,26.69,-0.66989207,-0.18,中立,1906845,5923309214.097625,9.35901506,2.8603,9000,素材産業,25.95369729,26.26689311
FL,"Foot Locker, Inc.",57.18,-0.84966187,-0.49,中立,1183524,5920666460.961666,5.87829773,,51252,小売業,57.00789611,53.47875899
SHLS,"Shoals Technologies Group, Inc.",33.42,-0.74250074,-0.25,買い,392360,5915816261.927031,,,,電子テクノロジー,31.81846388,
LAZR,"Luminar Technologies, Inc.",17.28,-0.80367394,-0.14,売り,1732897,5913454583.902041,,,372,製造加工,17.22148171,20.38104273
VSCO,Victorias Secret & Co.,67,1.407598,0.93,中立,534737,5912718898.716623,,,,小売業,64.57605369,
QDEL,Quidel Corporation,141.89,1.03246938,1.45,買い,333322,5907271895.147705,6.56504744,21.3007,1370,健康テクノロジー,129.58773814,144.39410097
DV,"DoubleVerify Holdings, Inc.",37.41,3.02946847,1.1,買い,108838,5905213548.471569,779.95735608,,647,テクノロジーサービス,34.36010475,
INGR,Ingredion Incorporated,88.12,-0.04537205,-0.04,中立,214263,5901876715,43.44310787,2.0739,12000,素材産業,87.68899918,87.89355837
ALGM,"Allegro MicroSystems, Inc.",31.05,1.17302053,0.36,買い,665918,5888525205.57195,140.93457944,0.2152,3874,電子テクノロジー,29.304754,26.99238611
ROLL,RBC Bearings Incorporated,229.64,-1.32347886,-3.08,買い,52583,5837622406.399057,62.10489283,3.7295,2990,製造加工,226.97651549,194.87634773
DCP,"DCP Midstream, LP",27.94,0.17927573,0.05,買い,325800,5821650499.565575,35.89194972,0.7488,,工業サービス,27.0683161,24.10116666
WCC,"WESCO International, Inc.",115.54,-1.01944659,-1.19,買い,96307,5820245567,26.84354816,4.4157,18000,流通サービス,114.3597541,92.24976636
RSKD,Riskified Ltd.,36.92,8.33333333,2.84,強い買い,1071877,5814051464.031278,,,,テクノロジーサービス,30.16782325,
NYCB,"New York Community Bancorp, Inc.",12.5,-0.39840637,-0.05,買い,4803394,5812912386.637239,10.27289966,1.215,2948,金融,12.34804415,11.46966625
CHK,Chesapeake Energy Corporation,59.03,1.2695145,0.74,強い買い,1015330,5801515227.75552,,-65.1983,1300,エネルギー鉱物,55.21722496,
LHCG,LHC Group,183.02,-1.23576709,-2.29,売り,149505,5796158859.671217,50.10729038,3.7595,27959,健康サービス,184.83193211,195.56027995
ORCC,Owl Rock Capital Corporation,14.77,0,0,買い,819475,5793052291.003403,8.1200597,1.8091,,金融,14.60594909,14.10393438
CERT,"Certara, Inc.",37.77,3.99229075,1.45,強い買い,873014,5773708297.836375,,,300,テクノロジーサービス,31.54711088,
HELE,Helen of Troy Limited,239.55,-0.19581702,-0.47,買い,84887,5772831647.073237,23.62690152,10.0677,1769,耐久消費財,234.22841078,218.91069966
FRPT,"Freshpet, Inc.",132.76,-0.86618877,-1.16,売り,196670,5756475997.679065,,-0.4278,591,非耐久消費財,132.87713309,145.007516
WOOF,"Petco Health and Wellness Company, Inc.",21.72,-1.13791534,-0.25,買い,1190216,5740420832.40324,,,,小売業,21.12812612,
TIMB,TIM S.A.,11.37,-0.52493438,-0.06,売り,307419,5735550578.636835,,,9421,通信,11.40344509,11.90647726
BPMC,Blueprint Medicines Corporation,97.81,-0.80121704,-0.79,買い,413932,5729125889.663893,15.85989573,6.3885,429,健康テクノロジー,93.84683972,91.53310068
UPWK,Upwork Inc.,44.75,0,0,売り,928962,5710851445.158588,,-0.2083,540,テクノロジーサービス,44.68699315,42.89359191
ASH,Ashland Global Holdings Inc.,93.93,2.34255829,2.15,強い買い,696842,5704683739.406332,29.3005489,3.1651,4500,素材産業,87.77367779,85.09632943
MCW,"Mister Car Wash, Inc.",19.26,1.26182965,0.24,中立,1230721,5702366216.703782,,,,消費者サービス,19.40789151,
ATHM,Autohome Inc.,46.02,-1.68767357,-0.79,中立,829919,5699440605.42289,11.38337393,4.0691,3905,テクノロジーサービス,43.29639892,74.68492549
WTS,"Watts Water Technologies, Inc.",169.23,0.26067895,0.44,買い,120015,5693009114.182381,40.71399439,4.1805,4465,製造加工,165.29643375,134.6168964
NVT,nVent Electric plc,33.84,-1.19708029,-0.41,買い,573623,5688745498.702703,141.89245519,0.2477,8800,電子テクノロジー,33.51314893,28.84252502
CR,Crane Co.,97.27,-1.73754925,-1.72,売り,155629,5681398338.83228,16.78254575,6.0063,11000,製造加工,99.55361083,88.29670293
ALTR,Altair Engineering Inc.,75.07,-0.35837537,-0.27,買い,96417,5669785893.647809,,-0.0753,2700,テクノロジーサービス,73.34865072,62.95607587
KBR,"KBR, Inc.",40.27,0.70017504,0.28,強い買い,734238,5669361294.417197,,-0.2447,29000,テクノロジーサービス,38.9705965,35.49546954
TWST,Twist Bioscience Corporation,114.71,-2.56519154,-3.02,買い,224042,5654289281.53298,,-2.8545,525,健康テクノロジー,111.04756977,113.18763031
NATI,National Instruments Corporation,42.21,-0.42462845,-0.18,買い,376643,5613125409.455128,256.36031649,0.1657,7000,テクノロジーサービス,41.83533153,41.51744196
PAAS,Pan American Silver Corp.,26.62,3.37864078,0.87,買い,2058001,5598169623.749155,17.45418488,1.47864007,10590,非エネルギー鉱物,25.85603221,29.63001059
PRGO,Perrigo Company plc,41.85,1.06254528,0.44,売り,1113891,5595963489.22511,,-2.5641,11500,健康テクノロジー,42.05373512,45.18317485
LEGN,Legend Biotech Corporation,38.94,-4.67564259,-1.91,中立,334767,5590303829,,-2.2149,882,健康テクノロジー,39.16770133,35.64543768
SLM,SLM Corporation,18.28,-1.6146394,-0.3,売り,2250768,5590155734.352558,4.88167645,3.8173,1600,金融,18.66308782,16.9356178
CLH,"Clean Harbors, Inc.",102.66,-2.67349261,-2.82,買い,319691,5584971989.749904,31.26866797,3.3304,13500,工業サービス,101.35222973,87.80867114
VICR,Vicor Corporation,128,0.14082303,0.18,買い,95762,5580518133.48398,107.89794497,1.1851,1049,電子テクノロジー,121.50797068,97.09617586
IONS,"Ionis Pharmaceuticals, Inc.",39.52,-2.54007398,-1.03,中立,603655,5578157135.396227,,-3.863,757,健康テクノロジー,39.19649601,43.80569846
ESI,Element Solutions Inc.,22.53,-0.35382574,-0.08,売り,847288,5577704980.678948,24.69670711,0.9262,4400,素材産業,23.09290471,20.23876046
STN,Stantec Inc,50.2,0.5005005,0.25,買い,91126,5574853490.377975,34.96511785,1.39715739,22000,工業サービス,47.90092442,42.01603523
APLS,"Apellis Pharmaceuticals, Inc.",64.03,2.25167678,1.41,買い,1145614,5570820348.392399,,-5.7988,374,健康テクノロジー,62.87845722,52.88736128
ADPT,Adaptive Biotechnologies Corporation,39.51,0.68807339,0.27,買い,358557,5561658059.690092,,-1.2424,622,商業サービス,35.36514478,40.85398548
VVV,Valvoline Inc.,30.74,0.32637076,0.1,買い,844697,5556582702.93237,15.0397472,2.0328,8800,素材産業,30.49882243,28.27492598
RCM,R1 RCM Inc.,19.84,1.37966275,0.27,売り,1057869,5532788987.521298,,-1.9897,20200,商業サービス,19.84408656,21.63360058
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,116.73,0.94258042,1.09,買い,237776,5516958393.793908,31.45134415,3.6246,3000,商業サービス,109.25996074,86.65119309
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",183.45,0.28426174,0.52,買い,7499,5513817886.529226,39.89374494,4.5739,,交通,178.18857814,170.44831717
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",116.3,-0.37690594,-0.44,買い,17060,5512868597.87644,38.40695052,3.0156,1557,交通,112.46012018,105.64111623
CC,Chemours Company (The),33.37,-0.97922849,-0.33,売り,608188,5511512237.293694,21.94898026,1.5531,6500,素材産業,33.5092344,30.05837374
GSHD,"Goosehead Insurance, Inc.",149.56,-0.01337077,-0.02,買い,56867,5502977808.240639,409.85722131,0.3998,949,金融,137.93308746,115.43976336
TKR,Timken Company (The),72.16,-1.13714207,-0.83,強い売り,410230,5502817679.492447,15.57647059,4.7547,17000,製造加工,74.71848031,75.95637048
EVR,Evercore Inc.,138.5,-0.80928167,-1.13,買い,197414,5492550159.95932,11.21947314,13.3838,1800,金融,137.06356282,124.07366815
NCR,NCR Corporation,41.78,-2.24613945,-0.96,売り,804866,5489891765.14785,,-1.3248,36000,電子テクノロジー,42.58101313,39.47594802
COUR,"Coursera, Inc.",39.73,1.09414758,0.43,買い,1928406,5472539673.597591,,-0.7801,779,テクノロジーサービス,38.22364421,
OLO,Olo Inc.,37.05,0,0,売り,885594,5472429850.575831,,,,テクノロジーサービス,38.16102107,
TFSL,TFS Financial Corporation,19.5,-1.91146881,-0.38,売り,207243,5472165417.781155,72.25475842,0.275,,金融,19.75384689,19.41657276
BWXT,"BWX Technologies, Inc.",57.48,-0.31217482,-0.18,買い,427902,5470746371.615074,20.3619102,2.8091,6700,施設サービス事業,56.70836263,59.41674284
CIT,CIT Group Inc (DEL),55.02,-2.04735624,-1.15,買い,320990,5454913910.598747,9.3372789,6.0164,4500,金融,53.53930292,46.62216128
LAZ,"Lazard LTD. Lazard, LTD.",48.37,-0.79983593,-0.39,買い,381487,5454495636.691637,11.67449973,4.3617,3106,金融,47.65099769,43.6312769
FSLY,"Fastly, Inc.",46.69,-1.20609395,-0.57,中立,2004335,5444054128.616964,,-1.5788,939,テクノロジーサービス,44.48041803,59.80146566
MDLA,"Medallia, Inc.",33.85,-0.05904931,-0.02,買い,7320328,5428732218.279029,,-1.1212,2037,テクノロジーサービス,33.66439669,31.99439448
NOVT,Novanta Inc.,152.79,-1.47665721,-2.29,買い,63717,5422367907.431173,123.46423334,1.2452,2200,電子テクノロジー,148.01319577,131.72917868
IDA,"IDACORP, Inc.",107.09,-0.33503955,-0.36,買い,133048,5409799669.348565,21.19729515,5.0322,1943,施設サービス事業,106.36685446,99.1590089
OZK,Bank OZK,42.04,0.45400239,0.19,中立,349235,5406386031.067988,10.39943044,4.083,2652,金融,42.18858562,38.57036235
IMAB,I-MAB,71.69,0.81563774,0.58,買い,352144,5403122453,,,228,健康テクノロジー,69.09694878,60.22521941
HQY,"HealthEquity, Inc.",64.78,-2.02661827,-1.34,売り,651807,5401959602.809149,1129.31937173,0.0591,3001,金融,66.35502441,71.86768175
RRR,"Red Rock Resorts, Inc.",46.41,-1.98521647,-0.94,買い,529656,5400239530.667791,46.53309762,1.3546,7600,消費者サービス,44.3012531,35.37552514
UNM,Unum Group,26.41,-0.37721614,-0.1,売り,1852773,5398036072.830617,7.68223102,3.4422,10700,金融,26.57212137,26.38584041
MMS,"Maximus, Inc.",87.75,-0.06832935,-0.06,買い,230647,5394148798.400964,17.9469245,4.884,34300,商業サービス,86.05185886,84.47325695
RDFN,Redfin Corporation,51.41,-0.8103415,-0.42,売り,869255,5393547608.531552,,-0.212,4185,金融,51.54011638,57.77874442
ANGI,Angi Inc.,10.51,-0.37914692,-0.04,売り,614389,5298889606.539865,,-0.0761,5100,テクノロジーサービス,10.67099892,12.73403575
NEWR,"New Relic, Inc.",81.47,1.71036205,1.37,強い買い,247087,5283149885.68332,,-3.8844,2168,テクノロジーサービス,77.70404203,67.64968169
TMX,"Terminix Global Holdings, Inc.",42.32,0.14197823,0.06,売り,856788,5276754904.097982,76.55819084,0.546,11400,消費者サービス,43.18827053,47.00815348
LPRO,Open Lending Corporation,41.57,-0.69278548,-0.29,買い,731543,5245732867.638861,190.69995105,0.2046,104,テクノロジーサービス,37.31955805,34.60347602
HGV,Hilton Grand Vacations Inc.,43.82,-1.83691756,-0.82,買い,753860,5244312962.520399,,-1.8667,6700,金融,41.87164715,38.09433393
ALLK,Allakos Inc.,97.09,2.3724167,2.25,買い,304130,5242516297.144,,-3.8305,125,健康テクノロジー,86.32281942,95.48685267
ESNT,Essent Group Ltd.,46.86,-0.57288351,-0.27,中立,388852,5242330015.634271,9.69581749,4.8536,381,金融,46.73767826,45.28767666
WING,Wingstop Inc.,175.96,-0.29465095,-0.52,買い,208090,5234014868.013532,185.27724665,0.9476,819,消費者サービス,170.43313973,148.61804929
VLY,Valley National Bancorp,12.87,-0.3869969,-0.05,売り,1200674,5233053153.071815,12.2158287,1.0655,3155,金融,13.08291023,12.3857275
ABCL,AbCellera Biologics Inc.,18.74,6.78062678,1.19,買い,3005023,5222910954.277614,21.87055936,0.8428,206,健康テクノロジー,17.08206818,
TTEC,"TTEC Holdings, Inc.",110.64,-1.45185713,-1.63,買い,78609,5198456837.712177,31.34125538,3.4976,43000,テクノロジーサービス,106.22326586,92.31190345
DSEY,"Diversey Holdings, Ltd.",17.25,-2.48728095,-0.44,買い,233766,5196902528.224456,,,,非耐久消費財,16.86474098,
VMI,"Valmont Industries, Inc.",244.79,-0.99093998,-2.45,買い,53263,5192788354.362701,27.07481477,9.0652,10844,製造加工,242.40753723,218.78999316
MTG,MGIC Investment Corporation,15.28,-0.32615786,-0.05,買い,1447591,5184845631.063774,9.02831365,1.7273,739,金融,14.95374838,13.38928847
ELY,Callaway Golf Company,27.84,0.723589,0.2,売り,1511385,5176482625.096751,10.10753464,2.9404,4200,耐久消費財,29.12704845,28.74467798
JOBS,"51job, Inc.",77,-0.03894587,-0.03,買い,363464,5169408967,37.63931851,2.0627,8875,テクノロジーサービス,74.12774925,71.35010785
PGNY,"Progyny, Inc.",57.74,2.23087819,1.26,強い買い,578509,5161594063.851839,71.45214521,0.8996,210,商業サービス,52.7003092,49.06616986
ANAT,"American National Group, Inc.",191.6,-1.47073948,-2.86,買い,109336,5151549147.525836,5.9424304,32.5718,4600,金融,187.90793763,135.09917387
AB,AllianceBernstein Holding L.P.,51.46,-0.65637066,-0.34,買い,238493,5141307392.743109,15.75059547,,3929,金融,50.77556322,42.15459387
SONO,"Sonos, Inc.",40.68,0.24642681,0.1,買い,1237800,5116375082.141694,28.79584873,1.5937,1427,電子テクノロジー,38.7407859,32.52640757
QTWO,"Q2 Holdings, Inc.",90.61,0.29887093,0.27,中立,269893,5116197918.65252,,-2.1854,1751,テクノロジーサービス,87.84042139,100.26352771
AYX,"Alteryx, Inc.",76,1.31982402,0.99,買い,386504,5112498467.343666,,-0.8577,1450,テクノロジーサービス,74.04853065,90.95710784
AR,Antero Resources Corporation,16.28,5.5771725,0.86,強い買い,8153092,5109720656.28338,,-3.4872,522,エネルギー鉱物,13.69946489,10.57298607
INMD,InMode Ltd.,133.78,0.43543544,0.58,買い,237210,5109172593.663927,43.3917622,3.2963,311,健康テクノロジー,122.64410994,84.08233958
WEN,Wendy's Company (The),22.9,-0.52128584,-0.12,売り,1646337,5101837948.003457,28.30234834,0.8318,14000,消費者サービス,23.15726809,22.4447363
YY,JOYY Inc.,64.6,-0.7985258,-0.52,中立,833941,5101802372,41.26188966,1.9483,7931,テクノロジーサービス,56.90964307,76.01800571
HHC,Howard Hughes Corporation (The),92.54,-0.31239901,-0.29,買い,361457,5101384534.57324,71.2128289,1.2866,600,金融,91.06255257,91.55524407
CERE,"Cerevel Therapeutics Holdings, Inc.",35.19,1.03359173,0.36,買い,315721,5097967870.070983,,-1.2375,104,健康テクノロジー,28.97225475,17.70193389
FLO,"Flowers Foods, Inc.",24.02,-0.94845361,-0.23,買い,772625,5086334852.728099,22.56199888,1.0773,9200,非耐久消費財,24.01463735,23.68756516
AI,"C3.ai, Inc.",50.61,6.16740088,2.94,買い,7058408,5084838561.194315,,-0.5578,,テクノロジーサービス,49.8700746,
SMTC,Semtech Corporation,78.15,-0.71147249,-0.56,買い,759769,5073992668.795096,63.53299311,1.1334,1394,電子テクノロジー,68.63136581,65.21371765
NOV,NOV Inc.,12.95,-2.77777778,-0.37,強い売り,4570943,5059618525.667438,,-1.4102,27631,工業サービス,13.17016001,14.28157993
DRVN,Driven Brands Holdings Inc.,30.18,-0.13236267,-0.04,買い,466351,5051196888.627198,443.84384384,0.0666,6900,消費者サービス,29.43472956,
DDL,Dingdong (Cayman) Limited,21.1,-1.12464855,-0.24,中立,26966,5050369961,,,,小売業,21.27806016,
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,87.13,2.04966034,1.75,買い,600188,5049984089.219686,19.45780903,4.3663,26000,テクノロジーサービス,84.7360088,87.81300606
GBCI,"Glacier Bancorp, Inc.",52.48,-0.49298445,-0.26,売り,209008,5012236816.102294,15.97092918,3.3321,3032,金融,53.1372132,52.23421109
SIGI,"Selective Insurance Group, Inc.",83.37,0.0600096,0.05,中立,201405,5011164402.899215,11.99748744,7.0527,2400,金融,83.3493579,74.17576551
OPCH,"Option Care Health, Inc.",27.86,1.19869234,0.33,買い,1004555,5011147127.396894,103.01339286,0.27,5146,健康サービス,24.68140441,19.46059307
HFC,HollyFrontier Corporation,30.73,-2.25826972,-0.71,売り,1508121,4993323111.987495,26.59447476,1.1728,3891,エネルギー鉱物,30.70254402,31.57481843
VTEX,VTEX,26.23,2.50097694,0.64,買い,237140,4986548000.525296,,,1032,テクノロジーサービス,25.51689539,
